,v_acidity,chlorides,t_s_dioxide,density,alcohol,red,quality
571,0.35,0.07,37.0,1.0003,11.0,1,6
572,0.24,0.075,28.0,0.9978,10.4,1,5
573,0.59,0.07,47.0,0.9991,9.6,1,4
574,0.34,0.078,78.0,0.9992,10.0,1,6
575,0.27,0.079,46.0,0.9993,10.2,1,6
576,0.5,0.10300000000000001,14.0,0.9978,10.0,1,4
577,0.44,0.083,111.0,0.9982,9.5,1,5
578,0.47,0.085,110.0,0.9982,9.8,1,5
579,0.31,0.063,40.0,0.9976,9.8,1,6
580,0.5,0.08900000000000001,14.0,1.0002,9.6,1,5
582,0.49,0.083,15.0,1.0,9.2,1,5
583,0.28,0.07400000000000001,21.0,0.9976,9.9,1,7
584,0.33,0.09300000000000001,80.0,1.0002,10.7,1,7
585,0.51,0.091,38.0,0.998,9.6,1,6
586,0.31,0.094,47.0,0.9986,10.6,1,7
587,0.73,0.10800000000000001,102.0,0.9967,9.3,1,5
588,0.42,0.06,50.0,0.9917,14.0,1,8
589,0.29,0.059000000000000004,13.0,0.9976,10.5,1,7
590,0.45,0.084,75.0,0.9987,9.7,1,5
592,0.39,0.07,149.0,0.9922,11.5,1,6
593,0.49,0.094,43.0,1.0004,9.0,1,5
594,0.72,0.096,38.0,0.9978,9.5,1,5
595,0.595,0.086,109.0,0.9998,9.3,1,5
596,0.4,0.059000000000000004,24.0,0.9994,9.3,1,6
597,0.58,0.071,18.0,0.998,10.0,1,6
598,0.585,0.078,30.0,0.9967,9.8,1,6
599,0.59,0.08199999999999999,22.0,1.0,9.3,1,6
600,0.915,0.08800000000000001,23.0,0.9962,10.0,1,4
601,0.46,0.071,35.0,1.0006,9.0,1,6
603,0.835,0.081,14.0,0.9975,9.3,1,5
604,0.58,0.096,63.0,0.9984,9.1,1,6
605,0.6,0.085,24.0,0.9984,9.2,1,6
606,0.41,0.07200000000000001,20.0,0.9973,12.2,1,7
607,0.48,0.092,52.0,0.9982,10.5,1,6
608,0.65,0.11,65.0,1.0026,10.4,1,6
609,0.36,0.075,39.0,0.9956,12.7,1,6
610,0.24,0.083,57.0,0.9983,9.2,1,5
611,0.38,0.081,16.0,1.0006,9.4,1,5
612,0.64,0.077,29.0,0.9965,10.0,1,6
613,0.39,0.057999999999999996,29.0,0.9962,9.8,1,5
614,0.755,0.14800000000000002,103.0,0.9969,10.2,1,6
615,0.6,0.079,71.0,0.9997,9.7,1,5
617,0.31,0.079,28.0,0.9982,9.8,1,6
618,0.46,0.122,17.0,1.0006,10.2,1,5
619,0.37,0.08800000000000001,16.0,0.9988,9.3,1,5
620,0.54,0.076,112.0,0.9976,9.4,1,5
621,0.56,0.078,104.0,0.9976,9.4,1,5
622,0.58,0.08,32.0,0.9974,9.5,1,5
623,0.51,0.077,45.0,0.9974,12.1,1,6
624,0.69,0.124,58.0,0.9997,10.2,1,5
626,0.6,0.098,15.0,0.9988,9.1,1,5
628,0.54,0.09699999999999999,31.0,0.9976,9.3,1,6
630,0.685,0.111,84.0,0.9964,9.3,1,5
631,0.28,0.105,19.0,0.9988,9.5,1,5
632,0.41,0.087,43.0,0.9964,10.5,1,6
633,0.935,0.105,86.0,1.001,11.3,1,4
634,0.35,0.073,102.0,0.9964,9.5,1,5
635,0.84,0.065,33.0,0.9954,9.7,1,5
636,0.88,0.086,147.0,0.9979,9.4,1,5
637,0.885,0.084,145.0,0.9978,9.4,1,5
638,0.915,0.14300000000000002,23.0,0.9964,10.2,1,7
639,0.29,0.067,57.0,0.997,10.3,1,6
640,0.54,0.071,40.0,0.9991,9.4,1,5
643,0.59,0.071,68.0,0.9992,9.5,1,5
645,0.64,0.115,11.0,0.9984,10.1,1,7
646,0.67,0.107,20.0,0.9972,10.1,1,5
647,0.845,0.07,14.0,0.9967,11.0,1,4
648,0.48,0.066,28.0,0.9964,11.2,1,7
649,0.42,0.068,148.0,0.9948,11.3,1,6
650,0.43,0.106,32.0,0.9986,9.6,1,5
652,0.88,0.10400000000000001,155.0,1.001,11.2,1,5
653,0.36,0.096,71.0,0.9976,14.9,1,5
654,0.33,0.079,30.0,0.9976,12.0,1,6
655,0.47,0.07400000000000001,29.0,0.9979,9.5,1,5
656,0.55,0.087,53.0,1.0004,9.4,1,5
657,0.5,0.073,42.0,0.998,10.5,1,7
658,0.52,0.07400000000000001,20.0,0.9973,9.6,1,6
660,0.84,0.096,13.0,0.997,11.0,1,4
661,0.42,0.08,42.0,0.9978,9.0,1,5
662,0.57,0.076,27.0,0.9972,9.6,1,6
663,0.28,0.05,13.0,0.9974,10.2,1,6
664,0.4,0.092,54.0,1.0,10.2,1,5
665,0.59,0.084,48.0,0.9981,9.7,1,5
666,0.49,0.222,16.0,0.998,9.5,1,6
667,0.34,0.08199999999999999,15.0,0.9988,9.2,1,6
669,0.73,0.059000000000000004,31.0,0.9966,11.0,1,5
670,0.4,0.083,45.0,0.9959,10.0,1,5
671,0.73,0.07400000000000001,13.0,0.9968,9.5,1,5
673,1.24,0.079,151.0,0.998,9.5,1,5
674,0.4,0.084,17.0,0.9984,9.3,1,6
676,0.41,0.064,31.0,0.9984,10.2,1,5
677,0.8,0.084,31.0,0.9979,9.9,1,5
678,0.78,0.081,87.0,0.9983,10.0,1,5
679,0.26,0.06,49.0,0.9972,9.6,1,5
680,0.43,0.07,40.0,1.0004,9.0,1,5
681,0.45,0.094,29.0,0.9962,10.2,1,6
682,0.46,0.078,58.0,0.998,9.8,1,5
683,0.78,0.059000000000000004,15.0,0.997,11.3,1,5
685,0.98,0.078,152.0,0.998,9.4,1,5
686,0.65,0.07,40.0,0.997,9.1,1,5
687,0.64,0.095,38.0,0.9998,9.7,1,5
688,0.66,0.039,9.0,0.9962,9.4,1,5
689,0.38,0.157,17.0,0.9976,9.4,1,5
690,1.185,0.09699999999999999,14.0,0.9966,10.7,1,3
691,0.92,0.087,93.0,0.9998,9.8,1,5
692,0.49,0.42200000000000004,62.0,0.9979,9.0,1,5
693,0.48,0.084,122.0,0.9984,9.4,1,5
694,0.47,0.084,125.0,0.9984,9.4,1,5
695,0.47,0.034,44.0,0.9921,12.8,1,6
696,0.65,0.066,25.0,0.9972,9.5,1,6
699,0.615,0.087,72.0,1.0001,9.7,1,5
700,0.38,0.071,19.0,0.9986,10.8,1,6
701,1.02,0.076,88.0,0.9984,10.1,1,6
702,0.64,0.067,23.0,0.997,9.4,1,6
703,0.38,0.073,84.0,0.9972,9.6,1,4
704,0.765,0.078,14.0,0.998,9.7,1,4
705,1.035,0.073,54.0,0.9990000000000001,9.9,1,5
706,0.78,0.09300000000000001,19.0,0.9956,10.0,1,5
707,0.49,0.077,37.0,0.9966,10.5,1,5
708,0.545,0.068,35.0,0.996,11.6,1,6
709,0.31,0.062,33.0,0.9983,10.0,1,6
710,1.025,0.08,84.0,0.9985,10.1,1,5
711,0.565,0.09300000000000001,112.0,0.9998,9.5,1,5
712,0.69,0.084,33.0,0.9992,9.4,1,5
713,0.43,0.075,48.0,0.9976,9.4,1,5
715,0.74,0.078,77.0,0.998,9.8,1,5
716,0.49,0.069,34.0,0.9967,9.2,1,6
717,0.46,0.079,49.0,0.9968,10.0,1,5
718,0.56,0.08199999999999999,22.0,0.9976,9.6,1,5
720,0.66,0.086,45.0,0.9976,9.5,1,5
721,0.48,0.094,106.0,0.9982,9.2,1,5
722,0.42,0.084,48.0,0.9968,10.0,1,5
723,0.31,0.053,127.0,0.9965,9.5,1,5
724,1.115,0.086,12.0,0.9958,11.2,1,4
725,0.66,0.077,13.0,0.9976,10.4,1,5
726,0.72,0.084,49.0,0.9994,11.1,1,6
727,0.57,0.067,11.0,0.997,9.5,1,5
729,0.865,0.071,58.0,0.995,12.7,1,6
730,0.55,0.387,37.0,0.9982,9.6,1,5
731,0.875,0.08800000000000001,14.0,0.9994,11.5,1,5
732,0.835,0.092,19.0,0.9966,9.6,1,5
733,0.45,0.08199999999999999,72.0,0.998,9.5,1,5
734,0.56,0.075,39.0,0.9987,9.3,1,5
735,0.965,0.11199999999999999,22.0,0.9963,9.5,1,5
737,0.59,0.09300000000000001,58.0,1.0002,9.3,1,6
738,0.46,0.092,104.0,0.9983,9.2,1,5
739,0.69,0.08800000000000001,38.0,0.9990000000000001,9.3,1,5
740,0.76,0.075,16.0,0.9965,11.5,1,6
741,0.53,0.078,139.0,0.9978799999999999,9.5,1,5
742,0.615,0.065,18.0,0.9972,9.2,1,5
743,0.41,0.096,101.0,1.00024,10.0,1,5
744,0.39,0.095,101.0,1.0001,9.5,1,5
745,0.51,0.07,28.0,0.9976799999999999,9.5,1,6
747,0.34,0.08,57.0,0.9978,9.0,1,6
748,0.33,0.083,68.0,0.99782,9.4,1,5
749,0.5,0.071,31.0,0.99761,9.6,1,6
750,0.65,0.08900000000000001,40.0,0.99803,9.5,1,5
753,0.54,0.09699999999999999,66.0,0.99785,9.4,1,5
754,0.48,0.415,32.0,0.99656,9.1,1,6
755,0.91,0.057999999999999996,47.0,0.99525,10.7,1,6
756,0.98,0.057,33.0,0.9948799999999999,11.2,1,6
757,0.87,0.084,31.0,0.99656,9.8,1,5
759,0.42,0.092,88.0,0.99823,9.2,1,5
760,0.58,0.075,104.0,0.99779,9.7,1,5
761,0.655,0.096,35.0,0.9973799999999999,9.6,1,5
763,0.7,0.069,19.0,0.9970100000000001,10.0,1,6
764,0.68,0.09300000000000001,44.0,0.9988799999999999,9.5,1,6
765,0.67,0.091,48.0,0.9988799999999999,9.5,1,6
766,0.59,0.08900000000000001,74.0,0.9973799999999999,9.4,1,5
767,0.6,0.10300000000000001,98.0,0.9993799999999999,9.5,1,5
768,0.59,0.08199999999999999,94.0,0.99744,9.7,1,6
770,0.72,0.076,32.0,0.9966799999999999,9.6,1,5
771,0.685,0.08199999999999999,143.0,0.9978,9.4,1,5
772,0.57,0.08199999999999999,144.0,0.99782,9.4,1,5
773,0.4,0.157,44.0,0.9973,9.5,1,6
774,0.4,0.157,45.0,0.9972700000000001,9.5,1,6
775,1.0,0.102,16.0,0.9958600000000001,10.0,1,5
776,0.765,0.243,48.0,0.9961200000000001,10.3,1,6
777,0.635,0.24100000000000002,18.0,0.9961,10.3,1,6
778,0.43,0.079,34.0,0.9978799999999999,10.5,1,5
779,0.52,0.076,92.0,0.99745,9.8,1,5
780,0.57,0.19,45.0,0.9967600000000001,9.4,1,6
781,0.46,0.114,37.0,0.9973200000000001,9.8,1,5
783,0.82,0.081,96.0,0.9981399999999999,10.0,1,5
784,0.59,0.077,85.0,0.99746,9.8,1,5
785,0.35,0.083,61.0,0.9982,9.5,1,5
787,0.56,0.079,58.0,0.9991,10.1,1,6
789,0.63,0.099,119.0,0.998,9.3,1,5
790,0.37,0.08199999999999999,82.0,0.99708,9.7,1,6
791,0.64,0.084,130.0,0.99818,9.6,1,5
792,0.61,0.081,87.0,0.99745,9.7,1,6
793,0.6,0.055,13.0,0.99639,10.8,1,5
794,0.27,0.065,26.0,0.99531,12.5,1,6
795,0.89,0.132,60.0,0.9978600000000001,10.2,1,5
796,0.46,0.126,64.0,0.99746,9.6,1,5
797,0.37,0.038,42.0,0.99526,10.8,1,7
798,0.5,0.08199999999999999,14.0,0.9987,10.7,1,6
800,0.61,0.08199999999999999,108.0,0.99641,9.4,1,5
801,0.55,0.068,17.0,0.99735,10.0,1,5
802,0.585,0.044000000000000004,86.0,0.99264,12.9,1,7
803,0.56,0.114,46.0,0.9971,9.6,1,6
804,0.52,0.084,18.0,0.99682,9.9,1,6
805,0.28,0.052000000000000005,10.0,0.99356,12.8,1,7
807,0.25,0.040999999999999995,10.0,0.9938600000000001,12.5,1,7
808,0.53,0.165,12.0,0.99702,9.2,1,5
809,0.48,0.07,15.0,0.9969299999999999,10.3,1,6
810,0.49,0.068,14.0,0.9956200000000001,10.5,1,5
811,0.5,0.07200000000000001,24.0,1.0001200000000001,10.9,1,6
812,0.45,0.099,38.0,0.99818,10.8,1,5
814,0.39,0.102,7.0,0.9946200000000001,11.4,1,4
815,0.41,0.10300000000000001,41.0,0.99939,11.3,1,6
816,0.51,0.081,30.0,0.9984,10.5,1,6
817,0.29,0.084,27.0,0.99545,11.9,1,6
818,0.715,0.071,47.0,0.9963200000000001,9.4,1,5
819,0.66,0.09699999999999999,59.0,0.99976,9.6,1,5
820,0.685,0.099,22.0,0.9960600000000001,9.7,1,5
821,0.42,0.048,42.0,0.99154,14.0,1,7
822,0.54,0.076,36.0,0.9973,9.8,1,5
824,0.48,0.068,16.0,0.99682,10.3,1,5
825,0.46,0.076,37.0,0.99624,10.7,1,5
827,0.27,0.05,8.0,0.9951,11.0,1,7
828,0.57,0.065,45.0,0.9941700000000001,12.7,1,8
829,0.61,0.071,24.0,0.9937600000000001,11.1,1,6
831,0.685,0.057999999999999996,9.0,0.9963200000000001,10.9,1,4
832,0.44,0.145,48.0,0.9983200000000001,9.9,1,3
833,0.47,0.147,51.0,0.99836,9.9,1,4
834,0.685,0.08800000000000001,23.0,0.9969399999999999,9.4,1,5
835,0.665,0.066,55.0,0.99655,9.3,1,5
836,0.28,0.012,100.0,0.99064,11.7,1,7
838,0.31,0.075,28.0,0.99672,11.2,1,7
839,0.5,0.092,26.0,0.9964700000000001,10.0,1,5
840,0.42,0.085,34.0,0.99736,12.1,1,7
841,0.66,0.115,31.0,0.99629,10.3,1,5
842,0.5,0.11900000000000001,68.0,0.99708,10.9,1,6
843,0.685,0.08800000000000001,92.0,0.9963,9.4,1,5
844,0.25,0.062,42.0,0.9959,10.6,1,6
845,0.64,0.081,31.0,0.9968899999999999,9.8,1,5
848,0.68,0.078,39.0,0.9977,9.9,1,6
849,0.63,0.08,32.0,0.9968899999999999,9.8,1,5
850,0.43,0.085,22.0,0.99708,9.5,1,5
852,0.42,0.08,122.0,0.9980100000000001,9.7,1,5
853,0.36,0.08,55.0,0.9965200000000001,10.9,1,6
856,0.735,0.071,14.0,0.9953799999999999,11.7,1,7
857,0.26,0.073,47.0,0.9959399999999999,11.3,1,7
858,0.28,0.054000000000000006,32.0,0.9968600000000001,10.6,1,7
859,0.56,0.07400000000000001,24.0,0.9943799999999999,11.2,1,6
861,0.62,0.077,85.0,0.99746,9.5,1,5
863,1.01,0.039,88.0,0.9935700000000001,11.5,1,6
864,0.42,0.067,25.0,0.9962799999999999,10.4,1,5
865,0.62,0.078,84.0,0.99746,9.7,1,5
866,0.635,0.077,86.0,0.9974799999999999,9.7,1,5
867,0.49,0.071,24.0,0.9943799999999999,11.3,1,6
868,0.51,0.07200000000000001,22.0,0.9943799999999999,11.2,1,6
869,0.63,0.08,43.0,0.9957799999999999,10.9,1,6
870,0.715,0.064,43.0,0.99371,11.8,1,6
872,0.56,0.086,46.0,0.9952200000000001,10.6,1,5
873,0.35,0.067,48.0,0.9957600000000001,10.0,1,4
874,0.21,0.067,10.0,0.9955200000000001,11.1,1,7
875,0.38,0.10400000000000001,10.0,0.99664,11.8,1,7
876,0.31,0.109,16.0,0.9961399999999999,11.8,1,7
877,0.47,0.067,14.0,0.9951700000000001,10.9,1,4
878,0.61,0.094,69.0,0.99787,10.0,1,6
880,0.6,0.076,88.0,0.99745,9.5,1,5
882,0.56,0.078,21.0,0.9957600000000001,9.9,1,5
883,0.715,0.068,35.0,0.9953299999999999,11.4,1,6
884,0.31,0.19399999999999998,26.0,0.99536,12.0,1,6
885,0.75,0.086,30.0,0.99824,10.5,1,5
886,0.8,0.083,28.0,0.99836,10.4,1,6
887,0.52,0.066,56.0,0.99577,12.1,1,7
888,0.57,0.07200000000000001,64.0,0.9949100000000001,11.2,1,6
889,0.9,0.11199999999999999,99.0,1.00289,9.3,1,5
890,0.34,0.071,52.0,0.9957600000000001,10.1,1,5
891,0.66,0.078,86.0,0.9974299999999999,9.7,1,5
893,0.45,0.08199999999999999,18.0,0.99774,9.3,1,6
894,0.63,0.08,88.0,0.99745,9.8,1,6
895,0.59,0.08,43.0,0.9955,10.7,1,6
897,0.31,0.078,43.0,0.99444,12.5,1,7
899,1.02,0.084,11.0,0.99892,11.0,1,3
900,0.31,0.055999999999999994,39.0,0.9956200000000001,11.8,1,5
901,0.635,0.08,33.0,0.99736,10.8,1,7
903,0.59,0.06,18.0,0.9962,10.8,1,7
905,0.58,0.081,115.0,0.998,9.5,1,5
906,0.54,0.084,78.0,0.9964,11.0,1,5
907,0.56,0.079,9.0,0.9948,11.5,1,6
908,0.52,0.078,61.0,0.9952799999999999,10.8,1,6
909,0.305,0.059000000000000004,11.0,0.99331,11.5,1,6
911,0.38,0.132,11.0,0.99577,13.2,1,6
912,0.28,0.114,9.0,0.9990100000000001,10.9,1,6
913,0.46,0.065,8.0,0.99674,12.2,1,6
914,0.395,0.094,10.0,0.99639,12.2,1,7
915,0.315,0.079,6.0,0.9951200000000001,11.9,1,6
916,0.715,0.161,62.0,0.99395,11.0,1,5
917,0.41,0.084,45.0,0.99824,10.1,1,6
919,0.36,0.081,79.0,0.9964,11.0,1,6
921,0.62,0.07200000000000001,46.0,0.9950399999999999,11.8,1,6
923,0.41,0.091,23.0,0.9978600000000001,10.5,1,5
924,0.47,0.055,28.0,0.99516,11.2,1,5
926,0.22,0.064,77.0,0.9960399999999999,11.0,1,7
927,0.24,0.061,73.0,0.9978600000000001,10.2,1,6
928,0.67,0.09300000000000001,75.0,0.99736,9.2,1,4
929,0.33,0.063,19.0,0.9946799999999999,12.0,1,7
930,0.61,0.08,25.0,0.99746,10.5,1,5
932,0.61,0.07400000000000001,38.0,0.9974799999999999,9.8,1,5
934,0.4,0.078,66.0,0.9971,9.5,1,6
935,0.3,0.06,72.0,0.9954299999999999,11.8,1,6
937,0.63,0.071,26.0,0.9979100000000001,10.4,1,4
938,0.38,0.068,42.0,0.99356,12.9,1,7
939,0.46,0.073,11.0,0.99425,11.4,1,5
940,0.33,0.07400000000000001,25.0,0.9950899999999999,12.4,1,7
941,0.27,0.08199999999999999,17.0,0.99484,12.5,1,7
942,0.43,0.092,52.0,0.99834,10.0,1,7
943,0.5,0.094,45.0,0.99864,9.7,1,7
944,0.3,0.09,24.0,0.99498,12.1,1,7
945,0.44,0.071,20.0,0.99566,11.1,1,7
946,0.44,0.092,24.0,0.99745,12.0,1,7
947,0.28,0.09300000000000001,12.0,0.99408,12.4,1,7
949,0.12,0.075,21.0,0.9955200000000001,11.9,1,7
952,0.31,0.057999999999999996,10.0,0.99536,11.2,1,7
953,0.34,0.052000000000000005,9.0,0.9945799999999999,12.1,1,7
954,0.43,0.08199999999999999,11.0,0.9953799999999999,12.2,1,6
955,0.21,0.09,23.0,0.9964799999999999,10.4,1,5
956,0.36,0.111,10.0,0.9956799999999999,11.3,1,6
957,0.37,0.08800000000000001,51.0,0.99613,11.1,1,6
958,0.57,0.12,36.0,0.99519,11.3,1,7
959,0.59,0.08900000000000001,32.0,0.99735,10.0,1,5
960,0.47,0.057999999999999996,38.0,0.99518,11.1,1,6
962,0.56,0.078,18.0,0.99592,9.3,1,5
963,0.57,0.115,16.0,0.99654,9.5,1,5
964,0.27,0.1,27.0,0.99546,11.2,1,6
965,0.34,0.065,48.0,0.99554,11.0,1,6
966,0.38,0.10300000000000001,10.0,0.9960399999999999,11.9,1,7
967,0.66,0.09699999999999999,113.0,0.9973299999999999,9.2,1,5
968,0.4,0.068,46.0,0.9943,12.2,1,6
969,0.56,0.079,22.0,0.99669,10.2,1,5
970,0.26,0.066,10.0,0.99724,10.9,1,6
972,0.38,0.10400000000000001,13.0,0.9964299999999999,11.6,1,7
973,0.34,0.079,12.0,0.99605,10.7,1,5
974,0.33,0.073,13.0,0.9965799999999999,12.1,1,7
975,0.41,0.083,72.0,0.997,9.4,1,5
977,0.59,0.109,119.0,0.9980100000000001,9.1,1,5
978,0.4,0.061,29.0,0.99416,11.3,1,7
979,0.45,0.075,6.0,0.9969,10.4,1,5
981,0.5,0.065,17.0,0.99774,10.5,1,6
983,0.86,0.079,28.0,0.9971200000000001,10.0,1,5
984,0.52,0.07,70.0,0.99418,12.9,1,6
985,0.58,0.064,11.0,0.9956200000000001,11.3,1,6
986,0.34,0.066,7.0,0.9947,11.4,1,7
987,0.36,0.08,70.0,0.9969299999999999,9.4,1,5
988,0.39,0.09699999999999999,27.0,0.9959600000000001,9.4,1,5
990,0.295,0.073,21.0,0.99556,10.9,1,6
991,0.34,0.08199999999999999,68.0,0.9969399999999999,9.4,1,5
993,0.4,0.076,47.0,0.99554,9.4,1,6
994,0.35,0.092,88.0,0.99918,9.4,1,5
995,0.6,0.079,41.0,0.99697,10.1,1,6
996,0.66,0.087,11.0,0.9937799999999999,12.8,1,7
998,0.84,0.05,10.0,0.99554,9.1,1,6
999,0.69,0.055,12.0,0.9916200000000001,12.9,1,6
1000,0.43,0.062,12.0,0.99495,11.5,1,7
1001,0.35,0.057999999999999996,47.0,0.9967600000000001,10.6,1,7
1002,0.29,0.063,27.0,0.99516,11.7,1,7
1004,0.36,0.067,8.0,0.9928,12.8,1,7
1006,0.43,0.081,45.0,0.99603,10.3,1,5
1007,0.3,0.064,25.0,0.99516,11.7,1,7
1008,0.35,0.11,24.0,0.99549,12.0,1,7
1009,0.5,0.11599999999999999,55.0,0.9972200000000001,10.9,1,5
1010,0.28,0.067,12.0,0.99354,12.3,1,7
1011,0.32,0.08800000000000001,19.0,0.9957,10.4,1,6
1012,1.005,0.102,32.0,0.9960399999999999,10.0,1,5
1013,0.71,0.092,31.0,0.99635,10.0,1,6
1014,0.58,0.12,7.0,0.99454,11.2,1,6
1015,0.39,0.075,27.0,0.99598,11.4,1,6
1016,0.38,0.068,28.0,0.9948600000000001,12.6,1,7
1017,0.18,0.049,109.0,0.9900700000000001,12.7,1,6
1019,0.5,0.078,23.0,0.99636,10.4,1,5
1020,0.36,0.12300000000000001,8.0,0.9964200000000001,11.9,1,6
1022,0.51,0.062,9.0,0.99584,10.5,1,5
1023,0.32,0.098,9.0,0.9950600000000001,12.3,1,6
1024,0.58,0.08800000000000001,18.0,0.9956799999999999,10.5,1,7
1026,0.83,0.095,43.0,0.9982200000000001,10.4,1,6
1027,0.31,0.066,36.0,0.99364,12.6,1,6
1028,0.795,0.065,52.0,0.9937799999999999,11.6,1,5
1029,0.34,0.075,68.0,0.9958600000000001,10.1,1,6
1030,0.59,0.091,14.0,0.9948799999999999,11.5,1,7
1031,0.55,0.09300000000000001,15.0,0.9951399999999999,11.0,1,7
1032,0.82,0.095,14.0,0.99854,9.6,1,5
1033,0.57,0.08900000000000001,27.0,0.99592,10.4,1,6
1034,0.745,0.077,48.0,0.99739,9.7,1,6
1035,0.37,0.085,17.0,0.9968299999999999,10.6,1,7
1036,0.31,0.08199999999999999,35.0,0.99356,12.5,1,7
1037,0.91,0.07400000000000001,56.0,0.99672,9.2,1,5
1038,0.41,0.078,42.0,0.9953,12.6,1,7
1039,0.5,0.08800000000000001,39.0,0.99692,11.1,1,6
1041,0.965,0.08800000000000001,32.0,0.99756,10.2,1,5
1042,0.49,0.079,26.0,0.9954700000000001,9.8,1,6
1043,0.39,0.069,39.0,0.99859,10.9,1,7
1044,0.39,0.046,53.0,0.9929399999999999,12.2,1,6
1045,0.44,0.07,38.0,0.9943799999999999,11.4,1,6
1046,0.78,0.076,45.0,0.9961200000000001,10.7,1,6
1047,0.43,0.08199999999999999,51.0,0.99634,10.4,1,5
1049,0.49,0.081,14.0,0.99702,10.9,1,6
1050,0.5,0.084,17.0,0.9970399999999999,10.8,1,6
1051,0.46,0.414,45.0,0.99702,9.2,1,5
1052,0.605,0.073,25.0,0.9925799999999999,12.9,1,5
1053,0.33,0.07,20.0,0.99426,12.7,1,7
1054,0.64,0.095,77.0,0.9974700000000001,9.1,1,6
1056,0.48,0.10099999999999999,10.0,0.9958600000000001,12.1,1,7
1058,0.42,0.10400000000000001,90.0,0.99784,9.1,1,5
1059,0.53,0.09300000000000001,52.0,0.9971,11.6,1,7
1060,0.23,0.07400000000000001,8.0,0.9981,9.9,1,6
1061,0.4,0.071,16.0,0.9946200000000001,12.5,1,8
1062,0.38,0.098,15.0,0.9956,11.4,1,6
1063,0.29,0.075,17.0,0.99565,11.8,1,6
1064,0.74,0.067,10.0,0.99418,11.8,1,6
1065,0.61,0.083,20.0,0.9963,10.2,1,6
1066,0.52,0.07,26.0,0.9935799999999999,12.5,1,7
1067,0.31,0.06,10.0,0.99572,10.9,1,7
1069,0.62,0.086,52.0,0.997,10.8,1,5
1070,0.33,0.057,37.0,0.99498,11.1,1,7
1071,0.77,0.098,92.0,0.99892,9.2,1,5
1073,0.35,0.083,75.0,0.9968,9.5,1,6
1074,0.62,0.08800000000000001,37.0,0.9972,10.7,1,6
1075,0.25,0.071,67.0,0.99769,10.2,1,7
1076,0.32,0.073,8.0,0.99534,11.4,1,6
1077,0.37,0.08,8.0,0.9981700000000001,11.0,1,5
1079,0.3,0.05,278.0,0.99316,12.3,1,7
1080,0.27,0.047,8.0,0.99471,11.8,1,6
1081,0.3,0.05,289.0,0.99316,12.3,1,7
1082,0.38,0.073,70.0,0.99685,9.5,1,6
1084,0.42,0.07200000000000001,59.0,0.9961700000000001,12.0,1,6
1085,0.48,0.07400000000000001,64.0,0.99529,9.6,1,5
1086,0.34,0.055,9.0,0.9973799999999999,11.6,1,7
1087,0.19,0.057,30.0,0.9940000000000001,11.2,1,6
1088,0.41,0.095,41.0,0.99735,9.9,1,7
1090,0.26,0.083,74.0,0.99451,11.8,1,8
1091,0.34,0.086,19.0,0.99546,11.4,1,6
1092,0.54,0.081,16.0,0.99479,11.5,1,6
1093,0.31,0.079,31.0,0.99615,12.0,1,7
1094,0.725,0.11699999999999999,17.0,0.99655,10.8,1,6
1096,0.4,0.087,20.0,0.99772,10.5,1,5
1097,0.52,0.096,18.0,0.99666,9.4,1,5
1099,0.31,0.21600000000000003,16.0,0.9935799999999999,12.5,1,7
1100,0.34,0.07200000000000001,36.0,0.99392,12.4,1,6
1101,0.49,0.071,25.0,0.9938799999999999,12.0,1,6
1103,0.48,0.078,30.0,0.9940200000000001,11.2,1,6
1104,0.48,0.073,25.0,0.9936,12.4,1,6
1105,0.57,0.048,49.0,0.99374,12.8,1,5
1106,0.23,0.069,17.0,0.9937600000000001,12.3,1,6
1107,0.3,0.068,24.0,0.99523,11.7,1,7
1108,0.78,0.09,13.0,0.99855,9.5,1,5
1109,0.47,0.171,66.0,0.9982,10.8,1,6
1110,0.53,0.07,14.0,0.99593,10.0,1,6
1111,0.42,0.092,55.0,0.99471,12.3,1,7
1112,0.33,0.055999999999999994,35.0,0.9939600000000001,11.0,1,6
1113,0.24,0.07400000000000001,10.0,0.99698,9.5,1,6
1114,0.4,0.046,80.0,0.9902,13.6,1,6
1115,0.69,0.091,21.0,0.99572,11.3,1,6
1118,0.39,0.065,24.0,0.9925200000000001,13.3,1,6
1119,0.66,0.066,15.0,0.99256,12.9,1,5
1120,0.54,0.076,17.0,0.99235,13.1,1,8
1121,0.5,0.062,28.0,0.9935200000000001,12.3,1,6
1122,0.47,0.055,33.0,0.9922,12.3,1,6
1123,0.4,0.081,29.0,0.99674,11.2,1,6
1124,0.58,0.096,13.0,0.9955700000000001,11.5,1,4
1125,0.24,0.055,27.0,0.9939399999999999,11.3,1,7
1126,0.29,0.063,11.0,0.9915,13.5,1,6
1127,0.76,0.07200000000000001,52.0,0.99379,11.5,1,6
1128,0.43,0.095,89.0,0.9984,10.0,1,5
1129,0.43,0.092,70.0,0.99798,10.5,1,6
1130,0.6,0.057999999999999996,10.0,0.9977,10.4,1,6
1131,0.19,0.045,135.0,0.99341,9.5,1,5
1132,0.36,0.075,38.0,0.9933,13.6,1,7
1133,0.48,0.08900000000000001,18.0,0.99684,11.2,1,7
1134,0.28,0.061,15.0,0.99524,11.8,1,7
1135,0.25,0.067,50.0,0.9946,11.9,1,6
1136,0.52,0.08,13.0,0.99774,11.4,1,6
